epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
21,1030.22,1.38532,1.29888,1.31488,0.01493,0.51327,0.4257,0.43233,0.28373,1.27091,1.0912,1.33158,0.00619,0.000381752,0.000381752,0.000381752
22,1076.65,1.37285,1.20777,1.27771,0.01409,0.53468,0.42707,0.45108,0.29698,1.24987,1.0751,1.33255,0.00556,0.00037704,0.00037704,0.00037704
23,1121.6,1.30941,1.16013,1.26763,0.01359,0.5338,0.44147,0.46724,0.30637,1.26224,1.0648,1.34998,0.00532,0.000372327,0.000372327,0.000372327
24,1166.34,1.28951,1.1912,1.29598,0.00757,0.53784,0.44382,0.47115,0.31034,1.23726,1.04765,1.31406,0.00532,0.000367615,0.000367615,0.000367615
25,1211.34,1.34142,1.16725,1.27443,0.01096,0.56011,0.45147,0.48648,0.32185,1.23302,1.01996,1.29423,0.00546,0.000362902,0.000362902,0.000362902
26,1256.01,1.35019,1.11675,1.25928,0.00839,0.59138,0.46727,0.51237,0.34164,1.2274,1.00969,1.28908,0.00511,0.00035819,0.00035819,0.00035819
27,1300.34,1.29622,1.1343,1.22077,0.00854,0.51468,0.47936,0.50376,0.33813,1.23038,1.00719,1.29281,0.00493,0.000353478,0.000353478,0.000353478
28,1345.99,1.31856,1.10366,1.22631,0.00899,0.58617,0.46732,0.51563,0.34341,1.21526,0.98274,1.27772,0.00495,0.000348765,0.000348765,0.000348765
29,1390.04,1.31467,1.13018,1.24405,0.00731,0.70783,0.47009,0.52475,0.35145,1.20956,0.96416,1.27777,0.00489,0.000344053,0.000344053,0.000344053
30,1433.82,1.29089,1.08417,1.25017,0.00748,0.66354,0.46878,0.53114,0.3614,1.20246,0.96113,1.28134,0.00481,0.00033934,0.00033934,0.00033934
31,1477.18,1.264,1.07848,1.24016,0.0083,0.63274,0.48637,0.53935,0.36786,1.1981,0.94508,1.2844,0.0047,0.000334628,0.000334628,0.000334628
32,1521.89,1.29311,1.06457,1.23513,0.00924,0.71309,0.50369,0.55453,0.37836,1.18871,0.91344,1.27064,0.00488,0.000329916,0.000329916,0.000329916
33,1566.32,1.29141,1.02143,1.20287,0.00981,0.69845,0.51266,0.56543,0.38292,1.19213,0.90468,1.27856,0.00483,0.000325203,0.000325203,0.000325203
34,1610.38,1.24184,1.01811,1.21411,0.00768,0.67505,0.53243,0.57399,0.38754,1.18037,0.89506,1.27562,0.00495,0.000320491,0.000320491,0.000320491
35,1653.66,1.25423,1.04946,1.23314,0.01037,0.68446,0.52397,0.56777,0.39006,1.16873,0.88046,1.26172,0.00489,0.000315778,0.000315778,0.000315778
36,1696.75,1.26968,0.97792,1.23048,0.00821,0.68035,0.52896,0.56402,0.38747,1.16525,0.88388,1.25827,0.00464,0.000311066,0.000311066,0.000311066
37,1741.22,1.2417,0.98188,1.19338,0.00761,0.68096,0.52299,0.56196,0.38396,1.17671,0.87575,1.27188,0.00444,0.000306354,0.000306354,0.000306354
38,1785.16,1.2581,0.98946,1.21809,0.011,0.68565,0.53305,0.57999,0.38871,1.19518,0.86708,1.28701,0.00433,0.000301641,0.000301641,0.000301641
39,1828.27,1.24983,1.00987,1.23859,0.00681,0.72861,0.51101,0.58182,0.39498,1.16325,0.85614,1.26063,0.00445,0.000296929,0.000296929,0.000296929
40,1872.44,1.25122,0.94171,1.22137,0.00723,0.7214,0.53438,0.58695,0.40517,1.1523,0.84587,1.2447,0.00476,0.000292216,0.000292216,0.000292216
41,1916.18,1.25335,0.95203,1.21588,0.00788,0.74234,0.52684,0.58711,0.40669,1.14793,0.83537,1.24334,0.00472,0.000287504,0.000287504,0.000287504
42,1959.4,1.21678,0.95984,1.17021,0.00788,0.73918,0.53335,0.59168,0.41208,1.13499,0.82032,1.23681,0.00455,0.000282792,0.000282792,0.000282792
43,2002.84,1.22603,0.92537,1.18671,0.0081,0.73345,0.53897,0.59109,0.41028,1.14023,0.81298,1.24043,0.00459,0.000278079,0.000278079,0.000278079
44,2048.01,1.25455,0.94999,1.20858,0.00585,0.72082,0.54892,0.59418,0.41782,1.13346,0.80606,1.23286,0.00462,0.000273367,0.000273367,0.000273367
45,2092.44,1.24153,0.95862,1.20575,0.00754,0.70863,0.56162,0.60603,0.42786,1.11812,0.80149,1.22512,0.00477,0.000268654,0.000268654,0.000268654
46,2137.18,1.24316,0.91808,1.206,0.00965,0.70961,0.56555,0.60735,0.4269,1.13078,0.80893,1.23592,0.00478,0.000263942,0.000263942,0.000263942
47,2181.98,1.21125,0.91445,1.1657,0.00938,0.71755,0.5669,0.60687,0.42388,1.13417,0.79676,1.24353,0.00461,0.00025923,0.00025923,0.00025923
48,2228.03,1.20676,0.9006,1.17971,0.00957,0.7187,0.55889,0.61353,0.42846,1.13895,0.79247,1.24315,0.00466,0.000254517,0.000254517,0.000254517
49,2273.74,1.22689,0.88606,1.1991,0.00785,0.72249,0.55527,0.61658,0.43921,1.11961,0.78422,1.22836,0.00486,0.000249805,0.000249805,0.000249805
50,2320.49,1.21931,0.90585,1.1718,0.00692,0.7093,0.57347,0.6167,0.43691,1.13476,0.79357,1.23618,0.00514,0.000245092,0.000245092,0.000245092
51,2367.27,1.22038,0.91677,1.20619,0.0075,0.73617,0.5623,0.61235,0.43364,1.12716,0.78571,1.234,0.00495,0.00024038,0.00024038,0.00024038
52,2414.37,1.18002,0.88022,1.16472,0.00772,0.7371,0.5547,0.61122,0.42899,1.11636,0.77661,1.23129,0.00478,0.000235668,0.000235668,0.000235668
53,2461.11,1.21169,0.88916,1.17627,0.00702,0.73547,0.55454,0.61252,0.42718,1.1188,0.77013,1.23039,0.0047,0.000230955,0.000230955,0.000230955
54,2503.22,1.2121,0.87849,1.18678,0.00717,0.73762,0.55331,0.61319,0.43086,1.10479,0.76074,1.21912,0.00484,0.000226243,0.000226243,0.000226243
55,2547.73,1.19641,0.87987,1.16284,0.00887,0.74518,0.55206,0.6181,0.44134,1.10373,0.75319,1.21644,0.00489,0.00022153,0.00022153,0.00022153
56,2593.26,1.21189,0.87274,1.20338,0.00636,0.74147,0.57052,0.62507,0.44909,1.10448,0.74901,1.21962,0.00485,0.000216818,0.000216818,0.000216818
57,2636.82,1.1666,0.86248,1.16911,0.00701,0.73182,0.5867,0.63196,0.45647,1.09117,0.74552,1.21382,0.00467,0.000212106,0.000212106,0.000212106
58,2680.29,1.16262,0.86664,1.17675,0.00772,0.73291,0.5904,0.63068,0.45691,1.10055,0.74938,1.22018,0.00475,0.000207393,0.000207393,0.000207393
59,2724.67,1.18956,0.87974,1.19156,0.00768,0.73523,0.59052,0.63665,0.45594,1.12974,0.75795,1.23369,0.00513,0.000202681,0.000202681,0.000202681
60,2767.66,1.17184,0.8774,1.19967,0.00638,0.73556,0.59456,0.64049,0.45988,1.1141,0.74622,1.22094,0.00513,0.000197968,0.000197968,0.000197968
61,2811.68,1.17246,0.86441,1.15172,0.00621,0.74173,0.59082,0.63581,0.46012,1.09341,0.73349,1.21006,0.00507,0.000193256,0.000193256,0.000193256
62,2856.15,1.15531,0.82749,1.14947,0.00562,0.74081,0.59083,0.64092,0.46541,1.08315,0.72739,1.21004,0.00494,0.000188544,0.000188544,0.000188544
63,2899.76,1.17243,0.8319,1.17481,0.0085,0.74268,0.5842,0.64039,0.45839,1.0988,0.73185,1.22148,0.00489,0.000183831,0.000183831,0.000183831
64,2944.78,1.14369,0.80056,1.1666,0.0076,0.74674,0.56382,0.65378,0.46825,1.12031,0.74086,1.23222,0.00509,0.000179119,0.000179119,0.000179119
65,2990.71,1.13134,0.81121,1.15942,0.00723,0.75269,0.55759,0.65893,0.4733,1.11478,0.74315,1.22407,0.0054,0.000174406,0.000174406,0.000174406
66,3037.46,1.14559,0.82262,1.17652,0.00595,0.75587,0.55474,0.65831,0.47696,1.09752,0.73151,1.21322,0.00532,0.000169694,0.000169694,0.000169694
67,3079.95,1.14599,0.80754,1.16715,0.0072,0.74838,0.56276,0.66135,0.48097,1.08905,0.71994,1.21094,0.00521,0.000164982,0.000164982,0.000164982
68,3123.44,1.1441,0.8463,1.15643,0.01084,0.73294,0.58386,0.65857,0.47701,1.11165,0.72933,1.22838,0.00517,0.000160269,0.000160269,0.000160269
69,3166.2,1.1127,0.84434,1.13901,0.00635,0.74731,0.59566,0.65444,0.47315,1.11767,0.72936,1.23391,0.00514,0.000155557,0.000155557,0.000155557
70,3211.23,1.20347,0.85272,1.16106,0.00798,0.75267,0.59191,0.65695,0.47919,1.08758,0.71271,1.21602,0.00506,0.000150844,0.000150844,0.000150844
71,3254.79,1.1567,0.80654,1.17276,0.00534,0.67926,0.64797,0.66648,0.49111,1.06585,0.6995,1.20243,0.0049,0.000146132,0.000146132,0.000146132
72,3298.99,1.16576,0.81545,1.15995,0.00838,0.68982,0.64397,0.67153,0.49525,1.0655,0.69825,1.19947,0.00486,0.00014142,0.00014142,0.00014142
73,3344.03,1.12699,0.79552,1.1788,0.00734,0.70375,0.64454,0.68091,0.5001,1.08628,0.7086,1.21071,0.00492,0.000136707,0.000136707,0.000136707
74,3388.5,1.14326,0.80524,1.16838,0.00602,0.72138,0.63015,0.67982,0.49888,1.09568,0.71208,1.2187,0.00486,0.000131995,0.000131995,0.000131995
75,3434.27,1.14926,0.80776,1.17744,0.0074,0.72041,0.62542,0.67189,0.49517,1.08061,0.70273,1.21142,0.00477,0.000127282,0.000127282,0.000127282
76,3478.29,1.13337,0.7846,1.16971,0.00853,0.71858,0.62499,0.66982,0.49268,1.07318,0.69665,1.20548,0.00475,0.00012257,0.00012257,0.00012257
77,3522.16,1.16846,0.80494,1.16754,0.00752,0.71378,0.62668,0.67686,0.49774,1.07404,0.69401,1.20442,0.00482,0.000117858,0.000117858,0.000117858
78,3565.06,1.13434,0.83016,1.15009,0.00852,0.71401,0.62708,0.67809,0.4983,1.08249,0.69464,1.20956,0.00487,0.000113145,0.000113145,0.000113145
79,3607.97,1.12273,0.79198,1.15445,0.00657,0.71837,0.62625,0.68124,0.50294,1.07108,0.68834,1.20222,0.00488,0.000108433,0.000108433,0.000108433
80,3650.88,1.14199,0.77707,1.19141,0.00777,0.70937,0.63098,0.68269,0.50615,1.05537,0.67975,1.19271,0.00482,0.00010372,0.00010372,0.00010372
81,3693.79,1.13088,0.79182,1.15556,0.00857,0.70813,0.63289,0.68507,0.50973,1.05355,0.67846,1.19095,0.00486,9.9008e-05,9.9008e-05,9.9008e-05
82,3738.4,1.15745,0.80674,1.14557,0.00634,0.70503,0.63519,0.6905,0.51532,1.0571,0.68188,1.19541,0.00484,9.42956e-05,9.42956e-05,9.42956e-05
83,3783.34,1.15268,0.79697,1.14513,0.00639,0.75433,0.6022,0.69587,0.51763,1.07564,0.6924,1.20981,0.00492,8.95832e-05,8.95832e-05,8.95832e-05
84,3825.59,1.16428,0.79607,1.17605,0.00909,0.75532,0.59207,0.69645,0.51568,1.09361,0.70116,1.22023,0.00497,8.48708e-05,8.48708e-05,8.48708e-05
85,3866.27,1.10162,0.76243,1.16567,0.00735,0.74879,0.60113,0.6918,0.51349,1.08764,0.69891,1.21505,0.005,8.01584e-05,8.01584e-05,8.01584e-05
86,3908.09,1.14785,0.78985,1.16058,0.01041,0.74901,0.59975,0.69156,0.5148,1.07896,0.69264,1.2082,0.00502,7.5446e-05,7.5446e-05,7.5446e-05
87,3949.1,1.12325,0.76548,1.1679,0.00551,0.66049,0.66092,0.69049,0.51592,1.06041,0.68056,1.19723,0.00492,7.07336e-05,7.07336e-05,7.07336e-05
88,3992.16,1.16273,0.77803,1.17235,0.01024,0.67926,0.65829,0.69006,0.51585,1.04911,0.67242,1.19122,0.00486,6.60212e-05,6.60212e-05,6.60212e-05
89,4035.77,1.15596,0.80556,1.16203,0.00969,0.69403,0.65395,0.68929,0.515,1.05007,0.67237,1.19292,0.00484,6.13088e-05,6.13088e-05,6.13088e-05
90,4078.01,1.11139,0.7766,1.13715,0.00867,0.70374,0.64861,0.68848,0.51401,1.05611,0.67481,1.19749,0.00492,5.65964e-05,5.65964e-05,5.65964e-05
91,4119.63,1.15,0.82828,1.20551,0.00736,0.71674,0.64235,0.69572,0.52006,1.06049,0.67942,1.20036,0.00501,5.1884e-05,5.1884e-05,5.1884e-05
92,4161.76,1.11692,0.80693,1.19315,0.00817,0.71949,0.64201,0.69594,0.5209,1.05367,0.67884,1.1963,0.00496,4.71716e-05,4.71716e-05,4.71716e-05
93,4205.44,1.13396,0.80222,1.23423,0.00697,0.72084,0.64341,0.69208,0.51826,1.0431,0.67529,1.18942,0.00489,4.24592e-05,4.24592e-05,4.24592e-05
94,4245.94,1.12063,0.77795,1.20702,0.00632,0.72259,0.64111,0.68814,0.51475,1.03846,0.67352,1.18487,0.00478,3.77468e-05,3.77468e-05,3.77468e-05
95,4286.85,1.08534,0.75717,1.16831,0.0081,0.72171,0.63514,0.68271,0.50909,1.04016,0.67495,1.18484,0.00475,3.30344e-05,3.30344e-05,3.30344e-05
96,4327.21,1.08108,0.74845,1.19459,0.00769,0.71841,0.63665,0.68,0.5064,1.04325,0.67681,1.18701,0.00471,2.8322e-05,2.8322e-05,2.8322e-05
97,4367.13,1.10807,0.76348,1.1838,0.00634,0.71111,0.64031,0.67866,0.50531,1.04703,0.67899,1.18939,0.00468,2.36096e-05,2.36096e-05,2.36096e-05
98,4407,1.11544,0.76794,1.18831,0.00634,0.70968,0.64136,0.67624,0.50296,1.05318,0.68172,1.19327,0.00467,1.88972e-05,1.88972e-05,1.88972e-05
99,4447.11,1.08577,0.75644,1.18318,0.00673,0.70929,0.63911,0.67668,0.50008,1.05999,0.68478,1.19748,0.00467,1.41848e-05,1.41848e-05,1.41848e-05
100,4487.05,1.08127,0.74146,1.18357,0.00741,0.70861,0.63891,0.67728,0.49991,1.06421,0.68684,1.20022,0.00466,9.4724e-06,9.4724e-06,9.4724e-06
